id,query,task_type,selected_model,selected_budget,output_text,score,is_correct,expected_answer,extracted_answer,prompt_tokens,completion_tokens,total_tokens,cost_usd,latency_s,created_at,metadata
11,"Julie is reading a 120-page book. Yesterday, she was able to read 12 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?",gsm8k,qwen3.5-flash-2026-02-23,256,"First, calculate the number of pages read today: $12 \times 2 = 24$ pages.
Next, find the total number of pages read so far: $12 \text{ (yesterday)} + 24 \text{ (today)} = 36$ pages.
Then, determine the number of remaining pages: $120 \text{ (total)} - 36 \text{ (read)} = 84$ pages.
Finally, calculate half of the remaining pages for tomorrow: $84 / 2 = 42$ pages.

**42 pages**",1.0,True,42,42,80,695,775,0.000222425,5.515381999997771,2026-04-18 04:43:59.541898+00:00,"{'sample_id': 'gsm8k_train_004', 'split': 'train', 'experiment': 'jsonl_grid'}"
12,"Julie is reading a 120-page book. Yesterday, she was able to read 12 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?",gsm8k,qwen3.5-flash-2026-02-23,1024,"Here is the step-by-step breakdown to solve the problem:

1.  **Calculate pages read today:**
    Julie read twice as many pages today as she did yesterday.
    $12 \text{ pages} \times 2 = 24 \text{ pages}$

2.  **Calculate total pages read so far:**
    Add yesterday's pages and today's pages together.
    $12 \text{ pages} + 24 \text{ pages} = 36 \text{ pages}$

3.  **Calculate remaining pages:**
    Subtract the total pages read from the total length of the book.
    $120 \text{ pages} - 36 \text{ pages} = 84 \text{ pages}$

4.  **Calculate pages to read tomorrow:**
    She wants to read half of the remaining pages.
    $84 \text{ pages} / 2 = 42 \text{ pages}$

Julie should read **42** pages tomorrow.",1.0,True,42,42,83,1014,1097,0.0003148389999999,8.313769899992622,2026-04-18 04:44:07.862768+00:00,"{'sample_id': 'gsm8k_train_004', 'split': 'train', 'experiment': 'jsonl_grid'}"
13,James writes a 3-page letter to 2 different friends twice a week.  How many pages does he write a year?,gsm8k,qwen3.5-flash-2026-02-23,0,James writes 624 pages a year.,1.0,True,624,624,55,2054,2109,0.000605283,14.590092600003118,2026-04-18 04:44:23.698375+00:00,"{'sample_id': 'gsm8k_train_005', 'split': 'train', 'experiment': 'jsonl_grid'}"
14,James writes a 3-page letter to 2 different friends twice a week.  How many pages does he write a year?,gsm8k,qwen3.5-flash-2026-02-23,256,"James writes 3 pages per letter.
He writes to 2 different friends, implying 2 letters per occasion (one for each friend).
He does this twice a week, so he writes 2 occasions $\times$ 2 letters = 4 letters per week.
Total pages per week = 4 letters $\times$ 3 pages = 12 pages.
There are 52 weeks in a year.
Total pages per year = 12 pages/week $\times$ 52 weeks = 624 pages.

Final Answer: 624 pages.

Wait, I need to make sure I don't over-explain in the final output, just brief reasoning then the answer.

Reasoning:
1.  **Pages per letter:** 3 pages.
2.  **Letters per week:** He writes to 2 friends twice a week. This means 2 letters per friend $\times$ 2 friends = 4 letters per week (or 2 instances of writing to 2 friends).
3.  **Pages per week:** 4 letters $\times$ 3 pages = 12 pages.
4.  **Pages per year:** 12 pages/week $\times$ 52 weeks = 624 pages.

Double Check:
Is it possible ""twice a week"" means 2 letters total per week (1 to each)?
Phrasing: ""writes a ... letter ... twice a week"".
If the frequency applied to the friends individually, it might say ""writes a letter to each of 2 friends twice a week"".
However, ""writes a letter to 2 friends twice a week"" implies the event of writing to the group happens twice.
Event = {Write to F1, Write to F2}.
Frequency = 2.
Total = 2 * 2 = 4 letters.
This aligns with the previous logic.

What if ""writes a 3-page letter"" implies the total content is 3 pages distributed?
""How many pages does he write"".
If he composes 3 pages of text and copies it, he writes 3 pages of ink/paper for each friend.
So 3 pages * 2 friends = 6 pages per event.
6 * 2 events = 12 pages/week.
Same result.

Okay, 624 is solid.

One small detail: Some sources define a year as 50 weeks for business/school, but 52 is standard for general ""year"". I will use 52.

Final check of the calculation:
$3 \times 2 \times 2 \times 52$
$6 \times 2 = 12$
$12 \times 52 = 624$.

Ready.

<final_answer>
624
</final_answer>
Wait, the instruction says ""Use brief reasoning, then provide the final answer clearly.""
I will format accordingly.

Reasoning:
1.  **Weekly Output:** James writes a 3-page letter to 2 friends. Assuming he writes a separate letter to each friend, that is $3 \text{ pages} \times 2 \text{ friends} = 6 \text{ pages}$ per writing session.
2.  **Frequency:** He does this twice a week, so $6 \text{ pages} \times 2 = 12 \text{ pages per week}$.
3.  **Yearly Total:** There are 52 weeks in a year, so $12 \text{ pages} \times 52 \text{ weeks} = 624 \text{ pages}$.

Final Answer: 624 pages.
Actually, I should just put the number or the sentence? ""provide the final answer clearly"". Usually means the value. I'll include the unit.

Wait, looking at the instruction ""Use brief reasoning, then provide the final answer clearly.""
I will write the reasoning block, then the final answer block.

Recalculating to ensure no silly mistakes.
3 pages.
2 friends.
2 times/week.
52 weeks/year.
$3 \times 2 \times 2 \times 52 = 624$.
Correct.

Is there any interpretation where ""twice a week"" means 2 days, and he writes to 2 friends on those days? Same math.
Is there any interpretation where he writes 1 letter total per week? ""Writes a letter... twice a week"". No, that contradicts ""twice"".
Is there any interpretation where he writes 1 letter total per week to 2 friends? ""Writes a letter to 2 friends"". Singular letter.
If he writes 1 letter (3 pages) to 2 friends (shared), then:
3 pages * 2 times/week = 6 pages/week.
6 * 52 = 312.
Which is more likely?
""Writes a 3-page letter to 2 different friends"".
In English, ""I wrote a letter to my parents"" usually means I wrote two letters (one to each) unless specified ""a joint letter"".
Given ""different friends"", the distinction suggests separate correspondence.
Also, in math word problems, ""to N people"" typically multiplies the item count.
I will stick with 624.

One more consideration: Leap years? No, standard year assumed.
Weeks in a year? 52 is standard approximation.
I will proceed.

One last check on the phrasing ""writes a 3-page letter"".
Does ""a letter"" imply the singular object?
""I bought a car for my 2 sons."" -> 2 cars.
""I wrote a letter to my 2 sons."" -> 2 letters.
Yes, the distributive property applies to the recipient in this context.
So 2 letters per session.
Session = 2 times/week.
Total letters = 4.
Total pages = 12.
Total year = 624.

Okay, good to go.

Structure:
Reasoning: [Brief steps]
Final Answer: [Value]

Wait, I should check if the prompt requires me to output ONLY the reasoning and answer, or if I can have conversational filler. ""Use brief reasoning, then provide the final answer clearly."" implies a structured response.

Reasoning:
James writes 3 pages per letter. Since he writes to 2 different friends, he writes 2 letters per session ($3 \times 2 = 6$ pages). He does this twice a week ($6 \times 2 = 12$ pages per week). Over 52 weeks in a year, the total is $12 \times 52 = 624$ pages.

Final Answer: 624 pages.

Looks concise and accurate.
Wait, I should check if ""twice a week"" could mean ""every other week""? No, ""twice a week"" is frequency.
Okay.

Final check on the calculation 12 * 52.
10 * 52 = 520.
2 * 52 = 104.
520 + 104 = 624.
Correct.

Is there any ambiguity on ""a year""?
Sometimes 50 weeks is used for work years. But without qualification, 52 is the calendar standard.
I will assume 52 weeks.

Okay, generating response.
</think>

James writes 3 pages per letter. Since he writes to 2 different friends, he produces 2 letters per session (one for each friend), totaling 6 pages per session ($3 \times 2$). He performs this task twice a week, resulting in 12 pages per week ($6 \times 2$). With 52 weeks in a year, the total is $12 \times 52 = 624$ pages.

624 pages",1.0,True,624,624,52,6627,6679,0.001916873,50.73120689998905,2026-04-18 04:45:14.435339+00:00,"{'sample_id': 'gsm8k_train_005', 'split': 'train', 'experiment': 'jsonl_grid'}"
15,James writes a 3-page letter to 2 different friends twice a week.  How many pages does he write a year?,gsm8k,qwen3.5-flash-2026-02-23,1024,"Here is the step-by-step reasoning to determine the total number of pages James writes in a year:

1.  **Calculate pages per writing session:**
    James writes a 3-page letter to 2 different friends. Assuming he writes a separate letter to each friend, this equals:
    $$3 \text{ pages} \times 2 \text{ friends} = 6 \text{ pages per session}$$

2.  **Calculate pages per week:**
    He performs this writing session twice a week:
    $$6 \text{ pages} \times 2 \text{ times per week} = 12 \text{ pages per week}$$

3.  **Calculate pages per year:**
    There are typically 52 weeks in a year.
    $$12 \text{ pages per week} \times 52 \text{ weeks} = 624 \text{ pages}$$

**Verification:**
*   Letters per week: 2 friends $\times$ 2 times = 4 letters.
*   Pages per week: 4 letters $\times$ 3 pages = 12 pages.
*   Pages per year: 12 pages $\times$ 52 weeks = 624 pages.
*   Calculation check: $12 \times 50 = 600$, $12 \times 2 = 24$, $600 + 24 = 624$.

**Answer:**
James writes **624** pages a year.",1.0,True,624,624,55,4798,4853,0.0013928109999999,35.24732910000603,2026-04-18 04:45:49.689398+00:00,"{'sample_id': 'gsm8k_train_005', 'split': 'train', 'experiment': 'jsonl_grid'}"
16,"Mark has a garden with flowers. He planted plants of three different colors in it. Ten of them are yellow, and there are 80% more of those in purple. There are only 25% as many green flowers as there are yellow and purple flowers. How many flowers does Mark have in his garden?",gsm8k,qwen3.5-flash-2026-02-23,0,Mark has 35 flowers in his garden.,1.0,True,35,35,94,772,866,0.000248542,5.163704999999027,2026-04-18 04:45:56.194693+00:00,"{'sample_id': 'gsm8k_train_006', 'split': 'train', 'experiment': 'jsonl_grid'}"
17,"Mark has a garden with flowers. He planted plants of three different colors in it. Ten of them are yellow, and there are 80% more of those in purple. There are only 25% as many green flowers as there are yellow and purple flowers. How many flowers does Mark have in his garden?",gsm8k,qwen3.5-flash-2026-02-23,256,"Here is the step-by-step calculation:

1.  **Yellow Flowers:** There are **10** yellow flowers.
2.  **Purple Flowers:** There are 80% more purple flowers than yellow ones.
    *   $10 + (0.80 \times 10) = 10 + 8 = \mathbf{18}$ purple flowers.
3.  **Green Flowers:** There are 25% as many green flowers as the combined total of yellow and purple flowers.
    *   Combined Yellow and Purple: $10 + 18 = 28$.
    *   Green: $0.25 \times 28 = \mathbf{7}$ green flowers.
4.  **Total Flowers:** Add the counts for all colors together.
    *   $10 \text{ (Yellow)} + 18 \text{ (Purple)} + 7 \text{ (Green)} = \mathbf{35}$.

**Mark has 35 flowers in his garden.**",1.0,True,35,35,91,1061,1152,0.0003306239999999,8.911556799997925,2026-04-18 04:46:05.112242+00:00,"{'sample_id': 'gsm8k_train_006', 'split': 'train', 'experiment': 'jsonl_grid'}"
18,"Mark has a garden with flowers. He planted plants of three different colors in it. Ten of them are yellow, and there are 80% more of those in purple. There are only 25% as many green flowers as there are yellow and purple flowers. How many flowers does Mark have in his garden?",gsm8k,qwen3.5-flash-2026-02-23,1024,"Here is the step-by-step breakdown to find the total number of flowers:

**1. Find the number of Yellow flowers:**
The problem states there are **10** yellow flowers.

**2. Find the number of Purple flowers:**
There are 80% *more* purple flowers than yellow ones.
*   First, calculate 80% of the yellow flowers: $10 \times 0.80 = 8$.
*   Add this to the original number of yellow flowers: $10 + 8 = 18$.
There are **18** purple flowers.

**3. Find the number of Green flowers:**
There are 25% as many green flowers as there are yellow and purple flowers combined.
*   First, find the sum of yellow and purple flowers: $10 \text{ (yellow)} + 18 \text{ (purple)} = 28$.
*   Next, calculate 25% of that sum: $28 \times 0.25 = 7$.
There are **7** green flowers.

**4. Calculate the Total:**
Add the counts for all three colors together:
$$10 \text{ (Yellow)} + 18 \text{ (Purple)} + 7 \text{ (Green)} = 35$$

Mark has **35** flowers in his garden.",1.0,True,35,35,94,1490,1584,0.000454608,11.5348124000011,2026-04-18 04:46:16.655382+00:00,"{'sample_id': 'gsm8k_train_006', 'split': 'train', 'experiment': 'jsonl_grid'}"
19,"Albert is wondering how much pizza he can eat in one day. He buys 2 large pizzas and 2 small pizzas. A large pizza has 16 slices and a small pizza has 8 slices. If he eats it all, how many pieces does he eat that day?",gsm8k,qwen3.5-flash-2026-02-23,0,Albert eats 48 pieces.,1.0,True,48,48,86,275,361,0.0001036069999999,2.5304151000018464,2026-04-18 04:46:20.144003+00:00,"{'sample_id': 'gsm8k_train_007', 'split': 'train', 'experiment': 'jsonl_grid'}"
20,"Albert is wondering how much pizza he can eat in one day. He buys 2 large pizzas and 2 small pizzas. A large pizza has 16 slices and a small pizza has 8 slices. If he eats it all, how many pieces does he eat that day?",gsm8k,qwen3.5-flash-2026-02-23,256,"Albert buys 2 large pizzas with 16 slices each, totaling $2 \times 16 = 32$ slices. He also buys 2 small pizzas with 8 slices each, totaling $2 \times 8 = 16$ slices. Adding these together gives $32 + 16 = 48$ slices.

**48**",1.0,True,48,48,83,484,567,0.0001627289999999,3.281518199990387,2026-04-18 04:46:23.432240+00:00,"{'sample_id': 'gsm8k_train_007', 'split': 'train', 'experiment': 'jsonl_grid'}"
21,"Albert is wondering how much pizza he can eat in one day. He buys 2 large pizzas and 2 small pizzas. A large pizza has 16 slices and a small pizza has 8 slices. If he eats it all, how many pieces does he eat that day?",gsm8k,qwen3.5-flash-2026-02-23,1024,"Here is the step-by-step calculation to find the total number of pizza pieces:

1.  **Calculate the slices from the large pizzas:**
    Albert buys 2 large pizzas, and each has 16 slices.
    $$2 \times 16 = 32 \text{ slices}$$

2.  **Calculate the slices from the small pizzas:**
    Albert buys 2 small pizzas, and each has 8 slices.
    $$2 \times 8 = 16 \text{ slices}$$

3.  **Calculate the total number of slices:**
    Add the slices from the large and small pizzas together.
    $$32 + 16 = 48 \text{ slices}$$

Albert eats **48** pieces of pizza that day.",1.0,True,48,48,86,691,777,0.0002229989999999,5.079495900004986,2026-04-18 04:46:28.518015+00:00,"{'sample_id': 'gsm8k_train_007', 'split': 'train', 'experiment': 'jsonl_grid'}"
22,"Ken created a care package to send to his brother, who was away at boarding school.  Ken placed a box on a scale, and then he poured into the box enough jelly beans to bring the weight to 2 pounds.  Then, he added enough brownies to cause the weight to triple.  Next, he added another 2 pounds of jelly beans.  And finally, he added enough gummy worms to double the weight once again.  What was the final weight of the box of goodies, in pounds?",gsm8k,qwen3.5-flash-2026-02-23,0,16 pounds,1.0,True,16,16,135,406,541,0.000155267,2.877450700005284,2026-04-18 04:46:32.372139+00:00,"{'sample_id': 'gsm8k_train_008', 'split': 'train', 'experiment': 'jsonl_grid'}"
23,"Ken created a care package to send to his brother, who was away at boarding school.  Ken placed a box on a scale, and then he poured into the box enough jelly beans to bring the weight to 2 pounds.  Then, he added enough brownies to cause the weight to triple.  Next, he added another 2 pounds of jelly beans.  And finally, he added enough gummy worms to double the weight once again.  What was the final weight of the box of goodies, in pounds?",gsm8k,qwen3.5-flash-2026-02-23,256,"Here is the step-by-step breakdown of the weight changes:

1.  **Initial Weight:** After adding the first batch of jelly beans, the total weight is **2 pounds**.
2.  **Adding Brownies:** The weight triples, so $2 \text{ pounds} \times 3 = \mathbf{6 \text{ pounds}}$.
3.  **Adding Jelly Beans:** Another 2 pounds are added, so $6 \text{ pounds} + 2 \text{ pounds} = \mathbf{8 \text{ pounds}}$.
4.  **Adding Gummy Worms:** The weight doubles one last time, so $8 \text{ pounds} \times 2 = \mathbf{16 \text{ pounds}}$.

**16 pounds**",1.0,True,16,16,132,1609,1741,0.000499667,13.381073800002923,2026-04-18 04:46:45.762392+00:00,"{'sample_id': 'gsm8k_train_008', 'split': 'train', 'experiment': 'jsonl_grid'}"
24,"Ken created a care package to send to his brother, who was away at boarding school.  Ken placed a box on a scale, and then he poured into the box enough jelly beans to bring the weight to 2 pounds.  Then, he added enough brownies to cause the weight to triple.  Next, he added another 2 pounds of jelly beans.  And finally, he added enough gummy worms to double the weight once again.  What was the final weight of the box of goodies, in pounds?",gsm8k,qwen3.5-flash-2026-02-23,1024,"Here is the step-by-step breakdown of the weight changes:

1.  **First Addition:** Ken adds jelly beans until the weight reaches **2 pounds**.
2.  **Second Addition:** He adds brownies to triple the weight.
    *   $2 \text{ pounds} \times 3 = 6 \text{ pounds}$.
3.  **Third Addition:** He adds another 2 pounds of jelly beans.
    *   $6 \text{ pounds} + 2 \text{ pounds} = 8 \text{ pounds}$.
4.  **Fourth Addition:** He adds gummy worms to double the weight.
    *   $8 \text{ pounds} \times 2 = 16 \text{ pounds}$.

The final weight of the box of goodies was **16 pounds**.",1.0,True,16,16,135,1289,1424,0.0004086879999999,9.90900880000845,2026-04-18 04:46:55.677494+00:00,"{'sample_id': 'gsm8k_train_008', 'split': 'train', 'experiment': 'jsonl_grid'}"
25,"Alexis is applying for a new job and bought a new set of business clothes to wear to the interview. She went to a department store with a budget of $200 and spent $30 on a button-up shirt, $46 on suit pants, $38 on a suit coat, $11 on socks, and $18 on a belt. She also purchased a pair of shoes, but lost the receipt for them. She has $16 left from her budget. How much did Alexis pay for the shoes?",gsm8k,qwen3.5-flash-2026-02-23,0,Alexis paid $41 for the shoes.,1.0,True,41,41,139,707,846,0.0002428019999999,6.64956489999895,2026-04-18 04:47:03.579076+00:00,"{'sample_id': 'gsm8k_train_009', 'split': 'train', 'experiment': 'jsonl_grid'}"
26,"Alexis is applying for a new job and bought a new set of business clothes to wear to the interview. She went to a department store with a budget of $200 and spent $30 on a button-up shirt, $46 on suit pants, $38 on a suit coat, $11 on socks, and $18 on a belt. She also purchased a pair of shoes, but lost the receipt for them. She has $16 left from her budget. How much did Alexis pay for the shoes?",gsm8k,qwen3.5-flash-2026-02-23,256,"First, calculate the total amount spent on the known items: $30 + $46 + $38 + $11 + $18 = $143. Next, subtract the total known spending and the remaining budget from the original $200 to find the cost of the shoes: $200 - $143 - $16 = $41.

**$41**",1.0,True,41,41,136,939,1075,0.000308525,7.116249300001073,2026-04-18 04:47:10.702809+00:00,"{'sample_id': 'gsm8k_train_009', 'split': 'train', 'experiment': 'jsonl_grid'}"
27,"Alexis is applying for a new job and bought a new set of business clothes to wear to the interview. She went to a department store with a budget of $200 and spent $30 on a button-up shirt, $46 on suit pants, $38 on a suit coat, $11 on socks, and $18 on a belt. She also purchased a pair of shoes, but lost the receipt for them. She has $16 left from her budget. How much did Alexis pay for the shoes?",gsm8k,qwen3.5-flash-2026-02-23,1024,"To find out how much Alexis paid for the shoes, we can follow these steps:

**Step 1: Calculate the total amount Alexis spent.**
She started with a budget of $200 and had $16 left over.
$200 - $16 = **$184** (Total Amount Spent)

**Step 2: Add up the cost of the known items.**
*   Button-up shirt: $30
*   Suit pants: $46
*   Suit coat: $38
*   Socks: $11
*   Belt: $18

$30 + $46 + $38 + $11 + $18 = **$143** (Cost of known items)

**Step 3: Subtract the cost of the known items from the total amount spent.**
$184 (Total Spent) - $143 (Known Items) = **$41**

Alexis paid **$41** for the shoes.",1.0,True,41,41,139,1441,1580,0.00045346,13.30102359999728,2026-04-18 04:50:30.560676+00:00,"{'sample_id': 'gsm8k_train_009', 'split': 'train', 'experiment': 'jsonl_grid'}"
28,"Tina makes $18.00 an hour.  If she works more than 8 hours per shift, she is eligible for overtime, which is paid by your hourly wage + 1/2 your hourly wage.  If she works 10 hours every day for 5 days, how much money does she make?",gsm8k,qwen3.5-flash-2026-02-23,0,Tina makes $990.00.,1.0,True,990,990,97,958,1055,0.0003027849999999,8.169030600009137,2026-04-18 04:50:40.042182+00:00,"{'sample_id': 'gsm8k_train_010', 'split': 'train', 'experiment': 'jsonl_grid'}"
29,"Tina makes $18.00 an hour.  If she works more than 8 hours per shift, she is eligible for overtime, which is paid by your hourly wage + 1/2 your hourly wage.  If she works 10 hours every day for 5 days, how much money does she make?",gsm8k,qwen3.5-flash-2026-02-23,256,"Tina works 10 hours a day, so she has 8 regular hours and 2 overtime hours each day.
1.  **Regular Pay:** 8 hours × $18.00 = $144.00 per day.
2.  **Overtime Rate:** $18.00 + ($18.00 ÷ 2) = $27.00 per hour.
3.  **Overtime Pay:** 2 hours × $27.00 = $54.00 per day.
4.  **Daily Total:** $144.00 + $54.00 = $198.00 per day.
5.  **Weekly Total:** $198.00 × 5 days = $990.00.

**$990.00**",1.0,True,990,990,94,934,1028,0.000295036,6.54161820000445,2026-04-18 04:50:46.589427+00:00,"{'sample_id': 'gsm8k_train_010', 'split': 'train', 'experiment': 'jsonl_grid'}"
30,"Tina makes $18.00 an hour.  If she works more than 8 hours per shift, she is eligible for overtime, which is paid by your hourly wage + 1/2 your hourly wage.  If she works 10 hours every day for 5 days, how much money does she make?",gsm8k,qwen3.5-flash-2026-02-23,1024,"Here is the step-by-step breakdown to calculate Tina's total earnings:

**1. Calculate the Overtime Rate**
The problem states that overtime is paid at the hourly wage plus half the hourly wage.
*   Hourly Wage: $18.00
*   Half of Hourly Wage: $18.00 / 2 = $9.00
*   Overtime Rate: $18.00 + $9.00 = **$27.00 per hour**

**2. Calculate Daily Earnings**
Tina works 10 hours a day. The first 8 hours are regular pay, and the remaining 2 hours are overtime.
*   **Regular Pay:** 8 hours × $18.00 = $144.00
*   **Overtime Pay:** 2 hours × $27.00 = $54.00
*   **Total Daily Pay:** $144.00 + $54.00 = **$198.00**

**3. Calculate Total Earnings for 5 Days**
*   $198.00 per day × 5 days = **$990.00**

Tina makes **$990.00**.",1.0,True,990,990,97,1833,1930,0.0005539099999999,15.900620200001867,2026-04-18 04:51:02.497888+00:00,"{'sample_id': 'gsm8k_train_010', 'split': 'train', 'experiment': 'jsonl_grid'}"
31,"A deep-sea monster rises from the waters once every hundred years to feast on a ship and sate its hunger. Over three hundred years, it has consumed 847 people. Ships have been built larger over time, so each new ship has twice as many people as the last ship. How many people were on the ship the monster ate in the first hundred years?",gsm8k,qwen3.5-flash-2026-02-23,0,121 people,1.0,True,121,121,105,528,633,0.000181671,4.1098172000056366,2026-04-18 04:51:07.969532+00:00,"{'sample_id': 'gsm8k_train_011', 'split': 'train', 'experiment': 'jsonl_grid'}"
