id,query,task_type,selected_model,selected_budget,output_text,score,is_correct,expected_answer,extracted_answer,prompt_tokens,completion_tokens,total_tokens,cost_usd,latency_s,created_at,metadata
11,Tom has 3 bags with 4 marbles in each bag. How many marbles does he have?,gsm8k,mock-strong,256,Mock response for gsm8k. Final answer: 12,1.0,True,12,12,16,7,23,1.3799999999999998e-05,6.900001608300954e-06,2026-04-17 05:15:15.030394+00:00,"{'sample_id': 'gsm8k_day1_002', 'split': 'train', 'experiment': 'frozen_grid'}"
12,Tom has 3 bags with 4 marbles in each bag. How many marbles does he have?,gsm8k,mock-strong,1024,Mock response for gsm8k. Final answer: 12,1.0,True,12,12,16,7,23,1.3799999999999998e-05,6.999998731771484e-06,2026-04-17 05:15:15.032992+00:00,"{'sample_id': 'gsm8k_day1_002', 'split': 'train', 'experiment': 'frozen_grid'}"
13,Lena read 8 pages on Monday and 9 pages on Tuesday. How many pages did she read?,gsm8k,mock-cheap,0,Mock response for gsm8k. Final answer: 17,1.0,True,17,17,17,7,24,0.0,5.900001269765198e-06,2026-04-17 05:15:15.035375+00:00,"{'sample_id': 'gsm8k_day1_003', 'split': 'train', 'experiment': 'frozen_grid'}"
14,Lena read 8 pages on Monday and 9 pages on Tuesday. How many pages did she read?,gsm8k,mock-cheap,256,Mock response for gsm8k. Final answer: 17,1.0,True,17,17,17,7,24,0.0,6.000002031214535e-06,2026-04-17 05:15:15.038002+00:00,"{'sample_id': 'gsm8k_day1_003', 'split': 'train', 'experiment': 'frozen_grid'}"
15,Lena read 8 pages on Monday and 9 pages on Tuesday. How many pages did she read?,gsm8k,mock-cheap,1024,Mock response for gsm8k. Final answer: 17,1.0,True,17,17,17,7,24,0.0,6.899997970322147e-06,2026-04-17 05:15:15.040002+00:00,"{'sample_id': 'gsm8k_day1_003', 'split': 'train', 'experiment': 'frozen_grid'}"
16,Lena read 8 pages on Monday and 9 pages on Tuesday. How many pages did she read?,gsm8k,mock-strong,0,Mock response for gsm8k. Final answer: 17,1.0,True,17,17,17,7,24,1.44e-05,7.399998139590025e-06,2026-04-17 05:15:15.042922+00:00,"{'sample_id': 'gsm8k_day1_003', 'split': 'train', 'experiment': 'frozen_grid'}"
17,Lena read 8 pages on Monday and 9 pages on Tuesday. How many pages did she read?,gsm8k,mock-strong,256,Mock response for gsm8k. Final answer: 17,1.0,True,17,17,17,7,24,1.44e-05,7.000002369750291e-06,2026-04-17 05:15:15.045138+00:00,"{'sample_id': 'gsm8k_day1_003', 'split': 'train', 'experiment': 'frozen_grid'}"
18,Lena read 8 pages on Monday and 9 pages on Tuesday. How many pages did she read?,gsm8k,mock-strong,1024,Mock response for gsm8k. Final answer: 17,1.0,True,17,17,17,7,24,1.44e-05,7.599999662488699e-06,2026-04-17 05:15:15.048220+00:00,"{'sample_id': 'gsm8k_day1_003', 'split': 'train', 'experiment': 'frozen_grid'}"
19,A taxi ride costs 6 dollars plus 2 dollars per mile. What is the cost for 5 miles?,gsm8k,mock-cheap,0,Mock response for gsm8k. Final answer: 16,1.0,True,16,16,18,7,25,0.0,7.000002369750291e-06,2026-04-17 05:15:15.052367+00:00,"{'sample_id': 'gsm8k_day1_004', 'split': 'train', 'experiment': 'frozen_grid'}"
20,A taxi ride costs 6 dollars plus 2 dollars per mile. What is the cost for 5 miles?,gsm8k,mock-cheap,256,Mock response for gsm8k. Final answer: 16,1.0,True,16,16,18,7,25,0.0,6.199999916134402e-06,2026-04-17 05:15:15.054668+00:00,"{'sample_id': 'gsm8k_day1_004', 'split': 'train', 'experiment': 'frozen_grid'}"
21,A taxi ride costs 6 dollars plus 2 dollars per mile. What is the cost for 5 miles?,gsm8k,mock-cheap,1024,Mock response for gsm8k. Final answer: 16,1.0,True,16,16,18,7,25,0.0,9.499999578110874e-06,2026-04-17 05:15:15.057522+00:00,"{'sample_id': 'gsm8k_day1_004', 'split': 'train', 'experiment': 'frozen_grid'}"
22,A taxi ride costs 6 dollars plus 2 dollars per mile. What is the cost for 5 miles?,gsm8k,mock-strong,0,Mock response for gsm8k. Final answer: 16,1.0,True,16,16,18,7,25,1.4999999999999999e-05,6.900001608300954e-06,2026-04-17 05:15:15.060127+00:00,"{'sample_id': 'gsm8k_day1_004', 'split': 'train', 'experiment': 'frozen_grid'}"
23,A taxi ride costs 6 dollars plus 2 dollars per mile. What is the cost for 5 miles?,gsm8k,mock-strong,256,Mock response for gsm8k. Final answer: 16,1.0,True,16,16,18,7,25,1.4999999999999999e-05,6.599999323952943e-06,2026-04-17 05:15:15.062856+00:00,"{'sample_id': 'gsm8k_day1_004', 'split': 'train', 'experiment': 'frozen_grid'}"
24,A taxi ride costs 6 dollars plus 2 dollars per mile. What is the cost for 5 miles?,gsm8k,mock-strong,1024,Mock response for gsm8k. Final answer: 16,1.0,True,16,16,18,7,25,1.4999999999999999e-05,6.500002200482413e-06,2026-04-17 05:15:15.065503+00:00,"{'sample_id': 'gsm8k_day1_004', 'split': 'train', 'experiment': 'frozen_grid'}"
25,There are 24 cookies shared equally by 6 children. How many cookies does each child get?,gsm8k,mock-cheap,0,Mock response for gsm8k. Final answer: 4,1.0,True,4,4,16,7,23,0.0,5.800000508315861e-06,2026-04-17 05:15:15.068130+00:00,"{'sample_id': 'gsm8k_day1_005', 'split': 'train', 'experiment': 'frozen_grid'}"
26,There are 24 cookies shared equally by 6 children. How many cookies does each child get?,gsm8k,mock-cheap,256,Mock response for gsm8k. Final answer: 4,1.0,True,4,4,16,7,23,0.0,6.199999916134402e-06,2026-04-17 05:15:15.070452+00:00,"{'sample_id': 'gsm8k_day1_005', 'split': 'train', 'experiment': 'frozen_grid'}"
27,There are 24 cookies shared equally by 6 children. How many cookies does each child get?,gsm8k,mock-cheap,1024,Mock response for gsm8k. Final answer: 4,1.0,True,4,4,16,7,23,0.0,6.800000846851617e-06,2026-04-17 05:15:15.073426+00:00,"{'sample_id': 'gsm8k_day1_005', 'split': 'train', 'experiment': 'frozen_grid'}"
28,There are 24 cookies shared equally by 6 children. How many cookies does each child get?,gsm8k,mock-strong,0,Mock response for gsm8k. Final answer: 4,1.0,True,4,4,16,7,23,1.3799999999999998e-05,1.2599997717188671e-05,2026-04-17 05:15:15.076147+00:00,"{'sample_id': 'gsm8k_day1_005', 'split': 'train', 'experiment': 'frozen_grid'}"
29,There are 24 cookies shared equally by 6 children. How many cookies does each child get?,gsm8k,mock-strong,256,Mock response for gsm8k. Final answer: 4,1.0,True,4,4,16,7,23,1.3799999999999998e-05,7.599999662488699e-06,2026-04-17 05:15:15.079542+00:00,"{'sample_id': 'gsm8k_day1_005', 'split': 'train', 'experiment': 'frozen_grid'}"
30,There are 24 cookies shared equally by 6 children. How many cookies does each child get?,gsm8k,mock-strong,1024,Mock response for gsm8k. Final answer: 4,1.0,True,4,4,16,7,23,1.3799999999999998e-05,7.400001777568832e-06,2026-04-17 05:15:15.082246+00:00,"{'sample_id': 'gsm8k_day1_005', 'split': 'train', 'experiment': 'frozen_grid'}"
31,A book costs 15 dollars. Mia buys 3 books. How much does she spend?,gsm8k,mock-cheap,0,Mock response for gsm8k. Final answer: 45,1.0,True,45,45,14,7,21,0.0,5.800000508315861e-06,2026-04-17 05:15:15.084755+00:00,"{'sample_id': 'gsm8k_day1_006', 'split': 'train', 'experiment': 'frozen_grid'}"
32,A book costs 15 dollars. Mia buys 3 books. How much does she spend?,gsm8k,mock-cheap,256,Mock response for gsm8k. Final answer: 45,1.0,True,45,45,14,7,21,0.0,6.800000846851617e-06,2026-04-17 05:15:15.087617+00:00,"{'sample_id': 'gsm8k_day1_006', 'split': 'train', 'experiment': 'frozen_grid'}"
33,A book costs 15 dollars. Mia buys 3 books. How much does she spend?,gsm8k,mock-cheap,1024,Mock response for gsm8k. Final answer: 45,1.0,True,45,45,14,7,21,0.0,9.799998224480078e-06,2026-04-17 05:15:15.090860+00:00,"{'sample_id': 'gsm8k_day1_006', 'split': 'train', 'experiment': 'frozen_grid'}"
34,A book costs 15 dollars. Mia buys 3 books. How much does she spend?,gsm8k,mock-strong,0,Mock response for gsm8k. Final answer: 45,1.0,True,45,45,14,7,21,1.26e-05,7.200000254670158e-06,2026-04-17 05:15:15.093742+00:00,"{'sample_id': 'gsm8k_day1_006', 'split': 'train', 'experiment': 'frozen_grid'}"
35,A book costs 15 dollars. Mia buys 3 books. How much does she spend?,gsm8k,mock-strong,256,Mock response for gsm8k. Final answer: 45,1.0,True,45,45,14,7,21,1.26e-05,6.499998562503606e-06,2026-04-17 05:15:15.096166+00:00,"{'sample_id': 'gsm8k_day1_006', 'split': 'train', 'experiment': 'frozen_grid'}"
36,A book costs 15 dollars. Mia buys 3 books. How much does she spend?,gsm8k,mock-strong,1024,Mock response for gsm8k. Final answer: 45,1.0,True,45,45,14,7,21,1.26e-05,7.899998308857903e-06,2026-04-17 05:15:15.099405+00:00,"{'sample_id': 'gsm8k_day1_006', 'split': 'train', 'experiment': 'frozen_grid'}"
37,Noah had 30 stickers and gave 11 away. How many stickers remain?,gsm8k,mock-cheap,0,Mock response for gsm8k. Final answer: 19,1.0,True,19,19,12,7,19,0.0,6.199999916134402e-06,2026-04-17 05:15:15.101751+00:00,"{'sample_id': 'gsm8k_day1_007', 'split': 'train', 'experiment': 'frozen_grid'}"
38,Noah had 30 stickers and gave 11 away. How many stickers remain?,gsm8k,mock-cheap,256,Mock response for gsm8k. Final answer: 19,1.0,True,19,19,12,7,19,0.0,6.800000846851617e-06,2026-04-17 05:15:15.104100+00:00,"{'sample_id': 'gsm8k_day1_007', 'split': 'train', 'experiment': 'frozen_grid'}"
39,Noah had 30 stickers and gave 11 away. How many stickers remain?,gsm8k,mock-cheap,1024,Mock response for gsm8k. Final answer: 19,1.0,True,19,19,12,7,19,0.0,6.499998562503606e-06,2026-04-17 05:15:15.107566+00:00,"{'sample_id': 'gsm8k_day1_007', 'split': 'train', 'experiment': 'frozen_grid'}"
40,Noah had 30 stickers and gave 11 away. How many stickers remain?,gsm8k,mock-strong,0,Mock response for gsm8k. Final answer: 19,1.0,True,19,19,12,7,19,1.14e-05,5.699999746866524e-06,2026-04-17 05:15:15.110102+00:00,"{'sample_id': 'gsm8k_day1_007', 'split': 'train', 'experiment': 'frozen_grid'}"
41,Noah had 30 stickers and gave 11 away. How many stickers remain?,gsm8k,mock-strong,256,Mock response for gsm8k. Final answer: 19,1.0,True,19,19,12,7,19,1.14e-05,5.899997631786391e-06,2026-04-17 05:15:15.112481+00:00,"{'sample_id': 'gsm8k_day1_007', 'split': 'train', 'experiment': 'frozen_grid'}"
42,Noah had 30 stickers and gave 11 away. How many stickers remain?,gsm8k,mock-strong,1024,Mock response for gsm8k. Final answer: 19,1.0,True,19,19,12,7,19,1.14e-05,6.199999916134402e-06,2026-04-17 05:15:15.115130+00:00,"{'sample_id': 'gsm8k_day1_007', 'split': 'train', 'experiment': 'frozen_grid'}"
43,A class has 18 girls and 14 boys. How many students are in the class?,gsm8k,mock-cheap,0,Mock response for gsm8k. Final answer: 32,1.0,True,32,32,15,7,22,0.0,9.700001101009548e-06,2026-04-17 05:15:15.117906+00:00,"{'sample_id': 'gsm8k_day1_008', 'split': 'train', 'experiment': 'frozen_grid'}"
44,A class has 18 girls and 14 boys. How many students are in the class?,gsm8k,mock-cheap,256,Mock response for gsm8k. Final answer: 32,1.0,True,32,32,15,7,22,0.0,7.499998901039362e-06,2026-04-17 05:15:15.120754+00:00,"{'sample_id': 'gsm8k_day1_008', 'split': 'train', 'experiment': 'frozen_grid'}"
45,A class has 18 girls and 14 boys. How many students are in the class?,gsm8k,mock-cheap,1024,Mock response for gsm8k. Final answer: 32,1.0,True,32,32,15,7,22,0.0,8.499999239575118e-06,2026-04-17 05:15:15.123735+00:00,"{'sample_id': 'gsm8k_day1_008', 'split': 'train', 'experiment': 'frozen_grid'}"
46,A class has 18 girls and 14 boys. How many students are in the class?,gsm8k,mock-strong,0,Mock response for gsm8k. Final answer: 32,1.0,True,32,32,15,7,22,1.3199999999999997e-05,7.399998139590025e-06,2026-04-17 05:15:15.126422+00:00,"{'sample_id': 'gsm8k_day1_008', 'split': 'train', 'experiment': 'frozen_grid'}"
47,A class has 18 girls and 14 boys. How many students are in the class?,gsm8k,mock-strong,256,Mock response for gsm8k. Final answer: 32,1.0,True,32,32,15,7,22,1.3199999999999997e-05,7.400001777568832e-06,2026-04-17 05:15:15.129305+00:00,"{'sample_id': 'gsm8k_day1_008', 'split': 'train', 'experiment': 'frozen_grid'}"
48,A class has 18 girls and 14 boys. How many students are in the class?,gsm8k,mock-strong,1024,Mock response for gsm8k. Final answer: 32,1.0,True,32,32,15,7,22,1.3199999999999997e-05,7.099999493220821e-06,2026-04-17 05:15:15.131669+00:00,"{'sample_id': 'gsm8k_day1_008', 'split': 'train', 'experiment': 'frozen_grid'}"
49,Sam saves 7 dollars each week for 6 weeks. How much does Sam save?,gsm8k,mock-cheap,0,Mock response for gsm8k. Final answer: 42,1.0,True,42,42,14,7,21,0.0,6.499998562503606e-06,2026-04-17 05:15:15.135819+00:00,"{'sample_id': 'gsm8k_day1_009', 'split': 'train', 'experiment': 'frozen_grid'}"
50,Sam saves 7 dollars each week for 6 weeks. How much does Sam save?,gsm8k,mock-cheap,256,Mock response for gsm8k. Final answer: 42,1.0,True,42,42,14,7,21,0.0,1.1000000085914508e-05,2026-04-17 05:15:15.138553+00:00,"{'sample_id': 'gsm8k_day1_009', 'split': 'train', 'experiment': 'frozen_grid'}"
51,Sam saves 7 dollars each week for 6 weeks. How much does Sam save?,gsm8k,mock-cheap,1024,Mock response for gsm8k. Final answer: 42,1.0,True,42,42,14,7,21,0.0,7.599999662488699e-06,2026-04-17 05:15:15.141069+00:00,"{'sample_id': 'gsm8k_day1_009', 'split': 'train', 'experiment': 'frozen_grid'}"
52,Sam saves 7 dollars each week for 6 weeks. How much does Sam save?,gsm8k,mock-strong,0,Mock response for gsm8k. Final answer: 42,1.0,True,42,42,14,7,21,1.26e-05,6.900001608300954e-06,2026-04-17 05:15:15.143911+00:00,"{'sample_id': 'gsm8k_day1_009', 'split': 'train', 'experiment': 'frozen_grid'}"
53,Sam saves 7 dollars each week for 6 weeks. How much does Sam save?,gsm8k,mock-strong,256,Mock response for gsm8k. Final answer: 42,1.0,True,42,42,14,7,21,1.26e-05,7.400001777568832e-06,2026-04-17 05:15:15.146635+00:00,"{'sample_id': 'gsm8k_day1_009', 'split': 'train', 'experiment': 'frozen_grid'}"
54,Sam saves 7 dollars each week for 6 weeks. How much does Sam save?,gsm8k,mock-strong,1024,Mock response for gsm8k. Final answer: 42,1.0,True,42,42,14,7,21,1.26e-05,6.800000846851617e-06,2026-04-17 05:15:15.149542+00:00,"{'sample_id': 'gsm8k_day1_009', 'split': 'train', 'experiment': 'frozen_grid'}"
55,A farmer has 5 rows of carrots with 9 carrots in each row. How many carrots are there?,gsm8k,mock-cheap,0,Mock response for gsm8k. Final answer: 45,1.0,True,45,45,18,7,25,0.0,6.599999323952943e-06,2026-04-17 05:15:15.152346+00:00,"{'sample_id': 'gsm8k_day1_010', 'split': 'train', 'experiment': 'frozen_grid'}"
56,A farmer has 5 rows of carrots with 9 carrots in each row. How many carrots are there?,gsm8k,mock-cheap,256,Mock response for gsm8k. Final answer: 45,1.0,True,45,45,18,7,25,0.0,9.899998985929415e-06,2026-04-17 05:15:15.155175+00:00,"{'sample_id': 'gsm8k_day1_010', 'split': 'train', 'experiment': 'frozen_grid'}"
57,A farmer has 5 rows of carrots with 9 carrots in each row. How many carrots are there?,gsm8k,mock-cheap,1024,Mock response for gsm8k. Final answer: 45,1.0,True,45,45,18,7,25,0.0,8.999999408842996e-06,2026-04-17 05:15:15.159562+00:00,"{'sample_id': 'gsm8k_day1_010', 'split': 'train', 'experiment': 'frozen_grid'}"
58,A farmer has 5 rows of carrots with 9 carrots in each row. How many carrots are there?,gsm8k,mock-strong,0,Mock response for gsm8k. Final answer: 45,1.0,True,45,45,18,7,25,1.4999999999999999e-05,7.499998901039362e-06,2026-04-17 05:15:15.162346+00:00,"{'sample_id': 'gsm8k_day1_010', 'split': 'train', 'experiment': 'frozen_grid'}"
59,A farmer has 5 rows of carrots with 9 carrots in each row. How many carrots are there?,gsm8k,mock-strong,256,Mock response for gsm8k. Final answer: 45,1.0,True,45,45,18,7,25,1.4999999999999999e-05,7.399998139590025e-06,2026-04-17 05:15:15.164805+00:00,"{'sample_id': 'gsm8k_day1_010', 'split': 'train', 'experiment': 'frozen_grid'}"
60,A farmer has 5 rows of carrots with 9 carrots in each row. How many carrots are there?,gsm8k,mock-strong,1024,Mock response for gsm8k. Final answer: 45,1.0,True,45,45,18,7,25,1.4999999999999999e-05,7.399998139590025e-06,2026-04-17 05:15:15.167971+00:00,"{'sample_id': 'gsm8k_day1_010', 'split': 'train', 'experiment': 'frozen_grid'}"
61,"If 40 pencils are packed into boxes of 8, how many boxes are needed?",gsm8k,mock-cheap,0,Mock response for gsm8k. Final answer: 5,1.0,True,5,5,14,7,21,0.0,6.999998731771484e-06,2026-04-17 05:15:15.170609+00:00,"{'sample_id': 'gsm8k_day1_011', 'split': 'train', 'experiment': 'frozen_grid'}"
62,"If 40 pencils are packed into boxes of 8, how many boxes are needed?",gsm8k,mock-cheap,256,Mock response for gsm8k. Final answer: 5,1.0,True,5,5,14,7,21,0.0,6.70000008540228e-06,2026-04-17 05:15:15.173021+00:00,"{'sample_id': 'gsm8k_day1_011', 'split': 'train', 'experiment': 'frozen_grid'}"
63,"If 40 pencils are packed into boxes of 8, how many boxes are needed?",gsm8k,mock-cheap,1024,Mock response for gsm8k. Final answer: 5,1.0,True,5,5,14,7,21,0.0,6.79999720887281e-06,2026-04-17 05:15:15.175746+00:00,"{'sample_id': 'gsm8k_day1_011', 'split': 'train', 'experiment': 'frozen_grid'}"
64,"If 40 pencils are packed into boxes of 8, how many boxes are needed?",gsm8k,mock-strong,0,Mock response for gsm8k. Final answer: 5,1.0,True,5,5,14,7,21,1.26e-05,6.70000008540228e-06,2026-04-17 05:15:15.178381+00:00,"{'sample_id': 'gsm8k_day1_011', 'split': 'train', 'experiment': 'frozen_grid'}"
65,"If 40 pencils are packed into boxes of 8, how many boxes are needed?",gsm8k,mock-strong,256,Mock response for gsm8k. Final answer: 5,1.0,True,5,5,14,7,21,1.26e-05,6.70000008540228e-06,2026-04-17 05:15:15.181040+00:00,"{'sample_id': 'gsm8k_day1_011', 'split': 'train', 'experiment': 'frozen_grid'}"
66,"If 40 pencils are packed into boxes of 8, how many boxes are needed?",gsm8k,mock-strong,1024,Mock response for gsm8k. Final answer: 5,1.0,True,5,5,14,7,21,1.26e-05,6.599999323952943e-06,2026-04-17 05:15:15.183970+00:00,"{'sample_id': 'gsm8k_day1_011', 'split': 'train', 'experiment': 'frozen_grid'}"
67,A movie starts at 3 PM and lasts 2 hours. What hour does it end?,gsm8k,mock-cheap,0,Mock response for gsm8k. Final answer: 5,1.0,True,5,5,15,7,22,0.0,6.299997039604932e-06,2026-04-17 05:15:15.186517+00:00,"{'sample_id': 'gsm8k_day1_012', 'split': 'train', 'experiment': 'frozen_grid'}"
68,A movie starts at 3 PM and lasts 2 hours. What hour does it end?,gsm8k,mock-cheap,256,Mock response for gsm8k. Final answer: 5,1.0,True,5,5,15,7,22,0.0,7.099999493220821e-06,2026-04-17 05:15:15.189373+00:00,"{'sample_id': 'gsm8k_day1_012', 'split': 'train', 'experiment': 'frozen_grid'}"
69,A movie starts at 3 PM and lasts 2 hours. What hour does it end?,gsm8k,mock-cheap,1024,Mock response for gsm8k. Final answer: 5,1.0,True,5,5,15,7,22,0.0,6.900001608300954e-06,2026-04-17 05:15:15.191660+00:00,"{'sample_id': 'gsm8k_day1_012', 'split': 'train', 'experiment': 'frozen_grid'}"
70,A movie starts at 3 PM and lasts 2 hours. What hour does it end?,gsm8k,mock-strong,0,Mock response for gsm8k. Final answer: 5,1.0,True,5,5,15,7,22,1.3199999999999997e-05,8.499999239575118e-06,2026-04-17 05:15:15.194649+00:00,"{'sample_id': 'gsm8k_day1_012', 'split': 'train', 'experiment': 'frozen_grid'}"
71,A movie starts at 3 PM and lasts 2 hours. What hour does it end?,gsm8k,mock-strong,256,Mock response for gsm8k. Final answer: 5,1.0,True,5,5,15,7,22,1.3199999999999997e-05,7.400001777568832e-06,2026-04-17 05:15:15.197376+00:00,"{'sample_id': 'gsm8k_day1_012', 'split': 'train', 'experiment': 'frozen_grid'}"
72,A movie starts at 3 PM and lasts 2 hours. What hour does it end?,gsm8k,mock-strong,1024,Mock response for gsm8k. Final answer: 5,1.0,True,5,5,15,7,22,1.3199999999999997e-05,6.900001608300954e-06,2026-04-17 05:15:15.199918+00:00,"{'sample_id': 'gsm8k_day1_012', 'split': 'train', 'experiment': 'frozen_grid'}"
73,Compute 3^2 + 4^2.,math,mock-cheap,0,Mock response for math. Final answer: 25,1.0,True,25,25,4,7,11,0.0,5.599998985417187e-06,2026-04-17 05:15:15.203075+00:00,"{'sample_id': 'math_seed_001', 'split': 'train', 'experiment': 'frozen_grid'}"
74,Compute 3^2 + 4^2.,math,mock-cheap,256,Mock response for math. Final answer: 25,1.0,True,25,25,4,7,11,0.0,6.599999323952943e-06,2026-04-17 05:15:15.205423+00:00,"{'sample_id': 'math_seed_001', 'split': 'train', 'experiment': 'frozen_grid'}"
75,Compute 3^2 + 4^2.,math,mock-cheap,1024,Mock response for math. Final answer: 25,1.0,True,25,25,4,7,11,0.0,6.199999916134402e-06,2026-04-17 05:15:15.208230+00:00,"{'sample_id': 'math_seed_001', 'split': 'train', 'experiment': 'frozen_grid'}"
76,Compute 3^2 + 4^2.,math,mock-strong,0,Mock response for math. Final answer: 25,1.0,True,25,25,4,7,11,6.599999999999999e-06,6.800000846851617e-06,2026-04-17 05:15:15.211297+00:00,"{'sample_id': 'math_seed_001', 'split': 'train', 'experiment': 'frozen_grid'}"
77,Compute 3^2 + 4^2.,math,mock-strong,256,Mock response for math. Final answer: 25,1.0,True,25,25,4,7,11,6.599999999999999e-06,6.100002792663872e-06,2026-04-17 05:15:15.213995+00:00,"{'sample_id': 'math_seed_001', 'split': 'train', 'experiment': 'frozen_grid'}"
78,Compute 3^2 + 4^2.,math,mock-strong,1024,Mock response for math. Final answer: 25,1.0,True,25,25,4,7,11,6.599999999999999e-06,5.599998985417187e-06,2026-04-17 05:15:15.216316+00:00,"{'sample_id': 'math_seed_001', 'split': 'train', 'experiment': 'frozen_grid'}"
79,Solve for x: 2x + 7 = 19.,math,mock-cheap,0,Mock response for math. Final answer: 6,1.0,True,6,6,8,7,15,0.0,5.600002623395994e-06,2026-04-17 05:15:15.218916+00:00,"{'sample_id': 'math_seed_002', 'split': 'train', 'experiment': 'frozen_grid'}"
80,Solve for x: 2x + 7 = 19.,math,mock-cheap,256,Mock response for math. Final answer: 6,1.0,True,6,6,8,7,15,0.0,5.700003384845331e-06,2026-04-17 05:15:15.223875+00:00,"{'sample_id': 'math_seed_002', 'split': 'train', 'experiment': 'frozen_grid'}"
81,Solve for x: 2x + 7 = 19.,math,mock-cheap,1024,Mock response for math. Final answer: 6,1.0,True,6,6,8,7,15,0.0,7.099999493220821e-06,2026-04-17 05:15:15.225123+00:00,"{'sample_id': 'math_seed_002', 'split': 'train', 'experiment': 'frozen_grid'}"
82,Solve for x: 2x + 7 = 19.,math,mock-strong,0,Mock response for math. Final answer: 6,1.0,True,6,6,8,7,15,8.999999999999999e-06,6.099999154685065e-06,2026-04-17 05:15:15.229278+00:00,"{'sample_id': 'math_seed_002', 'split': 'train', 'experiment': 'frozen_grid'}"
83,Solve for x: 2x + 7 = 19.,math,mock-strong,256,Mock response for math. Final answer: 6,1.0,True,6,6,8,7,15,8.999999999999999e-06,6.099999154685065e-06,2026-04-17 05:15:15.232403+00:00,"{'sample_id': 'math_seed_002', 'split': 'train', 'experiment': 'frozen_grid'}"
84,Solve for x: 2x + 7 = 19.,math,mock-strong,1024,Mock response for math. Final answer: 6,1.0,True,6,6,8,7,15,8.999999999999999e-06,6.500002200482413e-06,2026-04-17 05:15:15.235044+00:00,"{'sample_id': 'math_seed_002', 'split': 'train', 'experiment': 'frozen_grid'}"
