id,query,task_type,selected_model,selected_budget,output_text,score,is_correct,expected_answer,extracted_answer,prompt_tokens,completion_tokens,total_tokens,cost_usd,latency_s,created_at,metadata
30,Lena read 8 pages on Monday and 9 pages on Tuesday. How many pages did she read?,gsm8k,mock-strong,1024,Mock response for gsm8k. Final answer: 17,1.0,True,17,17,17,7,24,1.44e-05,8.700000762473792e-06,2026-04-17 02:47:22.669599+00:00,"{'sample_id': 'gsm8k_day1_003', 'experiment': 'day1_grid'}"
31,A taxi ride costs 6 dollars plus 2 dollars per mile. What is the cost for 5 miles?,gsm8k,mock-cheap,0,Mock response for gsm8k. Final answer: 16,1.0,True,16,16,18,7,25,0.0,9.100000170292333e-06,2026-04-17 02:47:22.672593+00:00,"{'sample_id': 'gsm8k_day1_004', 'experiment': 'day1_grid'}"
32,A taxi ride costs 6 dollars plus 2 dollars per mile. What is the cost for 5 miles?,gsm8k,mock-cheap,256,Mock response for gsm8k. Final answer: 16,1.0,True,16,16,18,7,25,0.0,1.0200001270277426e-05,2026-04-17 02:47:22.675603+00:00,"{'sample_id': 'gsm8k_day1_004', 'experiment': 'day1_grid'}"
33,A taxi ride costs 6 dollars plus 2 dollars per mile. What is the cost for 5 miles?,gsm8k,mock-cheap,1024,Mock response for gsm8k. Final answer: 16,1.0,True,16,16,18,7,25,0.0,2.049999966402538e-05,2026-04-17 02:47:22.680298+00:00,"{'sample_id': 'gsm8k_day1_004', 'experiment': 'day1_grid'}"
34,A taxi ride costs 6 dollars plus 2 dollars per mile. What is the cost for 5 miles?,gsm8k,mock-strong,0,Mock response for gsm8k. Final answer: 16,1.0,True,16,16,18,7,25,1.4999999999999999e-05,7.700000423938036e-06,2026-04-17 02:47:22.683155+00:00,"{'sample_id': 'gsm8k_day1_004', 'experiment': 'day1_grid'}"
35,A taxi ride costs 6 dollars plus 2 dollars per mile. What is the cost for 5 miles?,gsm8k,mock-strong,256,Mock response for gsm8k. Final answer: 16,1.0,True,16,16,18,7,25,1.4999999999999999e-05,1.1800002539530396e-05,2026-04-17 02:47:22.686092+00:00,"{'sample_id': 'gsm8k_day1_004', 'experiment': 'day1_grid'}"
36,A taxi ride costs 6 dollars plus 2 dollars per mile. What is the cost for 5 miles?,gsm8k,mock-strong,1024,Mock response for gsm8k. Final answer: 16,1.0,True,16,16,18,7,25,1.4999999999999999e-05,8.099999831756577e-06,2026-04-17 02:47:22.689495+00:00,"{'sample_id': 'gsm8k_day1_004', 'experiment': 'day1_grid'}"
37,There are 24 cookies shared equally by 6 children. How many cookies does each child get?,gsm8k,mock-cheap,0,Mock response for gsm8k. Final answer: 4,1.0,True,4,4,16,7,23,0.0,8.39999847812578e-06,2026-04-17 02:47:22.692797+00:00,"{'sample_id': 'gsm8k_day1_005', 'experiment': 'day1_grid'}"
38,There are 24 cookies shared equally by 6 children. How many cookies does each child get?,gsm8k,mock-cheap,256,Mock response for gsm8k. Final answer: 4,1.0,True,4,4,16,7,23,0.0,1.2499996955739334e-05,2026-04-17 02:47:22.694549+00:00,"{'sample_id': 'gsm8k_day1_005', 'experiment': 'day1_grid'}"
39,There are 24 cookies shared equally by 6 children. How many cookies does each child get?,gsm8k,mock-cheap,1024,Mock response for gsm8k. Final answer: 4,1.0,True,4,4,16,7,23,0.0,1.799999881768599e-05,2026-04-17 02:47:22.701727+00:00,"{'sample_id': 'gsm8k_day1_005', 'experiment': 'day1_grid'}"
40,There are 24 cookies shared equally by 6 children. How many cookies does each child get?,gsm8k,mock-strong,0,Mock response for gsm8k. Final answer: 4,1.0,True,4,4,16,7,23,1.3799999999999998e-05,7.700000423938036e-06,2026-04-17 02:47:22.705653+00:00,"{'sample_id': 'gsm8k_day1_005', 'experiment': 'day1_grid'}"
41,There are 24 cookies shared equally by 6 children. How many cookies does each child get?,gsm8k,mock-strong,256,Mock response for gsm8k. Final answer: 4,1.0,True,4,4,16,7,23,1.3799999999999998e-05,1.2399999832268804e-05,2026-04-17 02:47:22.709534+00:00,"{'sample_id': 'gsm8k_day1_005', 'experiment': 'day1_grid'}"
42,There are 24 cookies shared equally by 6 children. How many cookies does each child get?,gsm8k,mock-strong,1024,Mock response for gsm8k. Final answer: 4,1.0,True,4,4,16,7,23,1.3799999999999998e-05,9.800001862458885e-06,2026-04-17 02:47:22.712283+00:00,"{'sample_id': 'gsm8k_day1_005', 'experiment': 'day1_grid'}"
43,A book costs 15 dollars. Mia buys 3 books. How much does she spend?,gsm8k,mock-cheap,0,Mock response for gsm8k. Final answer: 45,1.0,True,45,45,14,7,21,0.0,7.500002539018169e-06,2026-04-17 02:47:22.715699+00:00,"{'sample_id': 'gsm8k_day1_006', 'experiment': 'day1_grid'}"
44,A book costs 15 dollars. Mia buys 3 books. How much does she spend?,gsm8k,mock-cheap,256,Mock response for gsm8k. Final answer: 45,1.0,True,45,45,14,7,21,0.0,1.1900003300979733e-05,2026-04-17 02:47:22.719033+00:00,"{'sample_id': 'gsm8k_day1_006', 'experiment': 'day1_grid'}"
45,A book costs 15 dollars. Mia buys 3 books. How much does she spend?,gsm8k,mock-cheap,1024,Mock response for gsm8k. Final answer: 45,1.0,True,45,45,14,7,21,0.0,1.0100000508828089e-05,2026-04-17 02:47:22.721841+00:00,"{'sample_id': 'gsm8k_day1_006', 'experiment': 'day1_grid'}"
46,A book costs 15 dollars. Mia buys 3 books. How much does she spend?,gsm8k,mock-strong,0,Mock response for gsm8k. Final answer: 45,1.0,True,45,45,14,7,21,1.26e-05,1.0199997632298619e-05,2026-04-17 02:47:22.725482+00:00,"{'sample_id': 'gsm8k_day1_006', 'experiment': 'day1_grid'}"
47,A book costs 15 dollars. Mia buys 3 books. How much does she spend?,gsm8k,mock-strong,256,Mock response for gsm8k. Final answer: 45,1.0,True,45,45,14,7,21,1.26e-05,1.6100002540042624e-05,2026-04-17 02:47:22.729783+00:00,"{'sample_id': 'gsm8k_day1_006', 'experiment': 'day1_grid'}"
48,A book costs 15 dollars. Mia buys 3 books. How much does she spend?,gsm8k,mock-strong,1024,Mock response for gsm8k. Final answer: 45,1.0,True,45,45,14,7,21,1.26e-05,9.100000170292333e-06,2026-04-17 02:47:22.733145+00:00,"{'sample_id': 'gsm8k_day1_006', 'experiment': 'day1_grid'}"
49,Noah had 30 stickers and gave 11 away. How many stickers remain?,gsm8k,mock-cheap,0,Mock response for gsm8k. Final answer: 19,1.0,True,19,19,12,7,19,0.0,8.499999239575118e-06,2026-04-17 02:47:22.736597+00:00,"{'sample_id': 'gsm8k_day1_007', 'experiment': 'day1_grid'}"
50,Noah had 30 stickers and gave 11 away. How many stickers remain?,gsm8k,mock-cheap,256,Mock response for gsm8k. Final answer: 19,1.0,True,19,19,12,7,19,0.0,8.800001523923129e-06,2026-04-17 02:47:22.740206+00:00,"{'sample_id': 'gsm8k_day1_007', 'experiment': 'day1_grid'}"
51,Noah had 30 stickers and gave 11 away. How many stickers remain?,gsm8k,mock-cheap,1024,Mock response for gsm8k. Final answer: 19,1.0,True,19,19,12,7,19,0.0,1.2699998478638008e-05,2026-04-17 02:47:22.743794+00:00,"{'sample_id': 'gsm8k_day1_007', 'experiment': 'day1_grid'}"
52,Noah had 30 stickers and gave 11 away. How many stickers remain?,gsm8k,mock-strong,0,Mock response for gsm8k. Final answer: 19,1.0,True,19,19,12,7,19,1.14e-05,6.299997039604932e-06,2026-04-17 02:47:22.745835+00:00,"{'sample_id': 'gsm8k_day1_007', 'experiment': 'day1_grid'}"
53,Noah had 30 stickers and gave 11 away. How many stickers remain?,gsm8k,mock-strong,256,Mock response for gsm8k. Final answer: 19,1.0,True,19,19,12,7,19,1.14e-05,7.400001777568832e-06,2026-04-17 02:47:22.749489+00:00,"{'sample_id': 'gsm8k_day1_007', 'experiment': 'day1_grid'}"
54,Noah had 30 stickers and gave 11 away. How many stickers remain?,gsm8k,mock-strong,1024,Mock response for gsm8k. Final answer: 19,1.0,True,19,19,12,7,19,1.14e-05,7.099999493220821e-06,2026-04-17 02:47:22.752537+00:00,"{'sample_id': 'gsm8k_day1_007', 'experiment': 'day1_grid'}"
55,A class has 18 girls and 14 boys. How many students are in the class?,gsm8k,mock-cheap,0,Mock response for gsm8k. Final answer: 32,1.0,True,32,32,15,7,22,0.0,9.100000170292333e-06,2026-04-17 02:47:22.755536+00:00,"{'sample_id': 'gsm8k_day1_008', 'experiment': 'day1_grid'}"
56,A class has 18 girls and 14 boys. How many students are in the class?,gsm8k,mock-cheap,256,Mock response for gsm8k. Final answer: 32,1.0,True,32,32,15,7,22,0.0,9.100000170292333e-06,2026-04-17 02:47:22.759493+00:00,"{'sample_id': 'gsm8k_day1_008', 'experiment': 'day1_grid'}"
57,A class has 18 girls and 14 boys. How many students are in the class?,gsm8k,mock-cheap,1024,Mock response for gsm8k. Final answer: 32,1.0,True,32,32,15,7,22,0.0,1.1800002539530396e-05,2026-04-17 02:47:22.762519+00:00,"{'sample_id': 'gsm8k_day1_008', 'experiment': 'day1_grid'}"
58,A class has 18 girls and 14 boys. How many students are in the class?,gsm8k,mock-strong,0,Mock response for gsm8k. Final answer: 32,1.0,True,32,32,15,7,22,1.3199999999999997e-05,8.299997716676444e-06,2026-04-17 02:47:22.766577+00:00,"{'sample_id': 'gsm8k_day1_008', 'experiment': 'day1_grid'}"
59,A class has 18 girls and 14 boys. How many students are in the class?,gsm8k,mock-strong,256,Mock response for gsm8k. Final answer: 32,1.0,True,32,32,15,7,22,1.3199999999999997e-05,1.2499996955739334e-05,2026-04-17 02:47:22.772051+00:00,"{'sample_id': 'gsm8k_day1_008', 'experiment': 'day1_grid'}"
60,A class has 18 girls and 14 boys. How many students are in the class?,gsm8k,mock-strong,1024,Mock response for gsm8k. Final answer: 32,1.0,True,32,32,15,7,22,1.3199999999999997e-05,6.999998731771484e-06,2026-04-17 02:47:22.775055+00:00,"{'sample_id': 'gsm8k_day1_008', 'experiment': 'day1_grid'}"
61,Sam saves 7 dollars each week for 6 weeks. How much does Sam save?,gsm8k,mock-cheap,0,Mock response for gsm8k. Final answer: 42,1.0,True,42,42,14,7,21,0.0,8.999999408842996e-06,2026-04-17 02:47:22.778093+00:00,"{'sample_id': 'gsm8k_day1_009', 'experiment': 'day1_grid'}"
62,Sam saves 7 dollars each week for 6 weeks. How much does Sam save?,gsm8k,mock-cheap,256,Mock response for gsm8k. Final answer: 42,1.0,True,42,42,14,7,21,0.0,1.0100000508828089e-05,2026-04-17 02:47:22.781077+00:00,"{'sample_id': 'gsm8k_day1_009', 'experiment': 'day1_grid'}"
63,Sam saves 7 dollars each week for 6 weeks. How much does Sam save?,gsm8k,mock-cheap,1024,Mock response for gsm8k. Final answer: 42,1.0,True,42,42,14,7,21,0.0,1.0600000678095967e-05,2026-04-17 02:47:22.785615+00:00,"{'sample_id': 'gsm8k_day1_009', 'experiment': 'day1_grid'}"
64,Sam saves 7 dollars each week for 6 weeks. How much does Sam save?,gsm8k,mock-strong,0,Mock response for gsm8k. Final answer: 42,1.0,True,42,42,14,7,21,1.26e-05,7.99999907030724e-06,2026-04-17 02:47:22.789386+00:00,"{'sample_id': 'gsm8k_day1_009', 'experiment': 'day1_grid'}"
65,Sam saves 7 dollars each week for 6 weeks. How much does Sam save?,gsm8k,mock-strong,256,Mock response for gsm8k. Final answer: 42,1.0,True,42,42,14,7,21,1.26e-05,8.700000762473792e-06,2026-04-17 02:47:22.792710+00:00,"{'sample_id': 'gsm8k_day1_009', 'experiment': 'day1_grid'}"
66,Sam saves 7 dollars each week for 6 weeks. How much does Sam save?,gsm8k,mock-strong,1024,Mock response for gsm8k. Final answer: 42,1.0,True,42,42,14,7,21,1.26e-05,1.0299998393747956e-05,2026-04-17 02:47:22.795935+00:00,"{'sample_id': 'gsm8k_day1_009', 'experiment': 'day1_grid'}"
67,A farmer has 5 rows of carrots with 9 carrots in each row. How many carrots are there?,gsm8k,mock-cheap,0,Mock response for gsm8k. Final answer: 45,1.0,True,45,45,18,7,25,0.0,1.6400001186411828e-05,2026-04-17 02:47:22.798941+00:00,"{'sample_id': 'gsm8k_day1_010', 'experiment': 'day1_grid'}"
68,A farmer has 5 rows of carrots with 9 carrots in each row. How many carrots are there?,gsm8k,mock-cheap,256,Mock response for gsm8k. Final answer: 45,1.0,True,45,45,18,7,25,0.0,9.999999747378752e-06,2026-04-17 02:47:22.803141+00:00,"{'sample_id': 'gsm8k_day1_010', 'experiment': 'day1_grid'}"
69,A farmer has 5 rows of carrots with 9 carrots in each row. How many carrots are there?,gsm8k,mock-cheap,1024,Mock response for gsm8k. Final answer: 45,1.0,True,45,45,18,7,25,0.0,1.0799998563015833e-05,2026-04-17 02:47:22.807252+00:00,"{'sample_id': 'gsm8k_day1_010', 'experiment': 'day1_grid'}"
70,A farmer has 5 rows of carrots with 9 carrots in each row. How many carrots are there?,gsm8k,mock-strong,0,Mock response for gsm8k. Final answer: 45,1.0,True,45,45,18,7,25,1.4999999999999999e-05,1.2600001355167478e-05,2026-04-17 02:47:22.810863+00:00,"{'sample_id': 'gsm8k_day1_010', 'experiment': 'day1_grid'}"
71,A farmer has 5 rows of carrots with 9 carrots in each row. How many carrots are there?,gsm8k,mock-strong,256,Mock response for gsm8k. Final answer: 45,1.0,True,45,45,18,7,25,1.4999999999999999e-05,9.800001862458885e-06,2026-04-17 02:47:22.814613+00:00,"{'sample_id': 'gsm8k_day1_010', 'experiment': 'day1_grid'}"
72,A farmer has 5 rows of carrots with 9 carrots in each row. How many carrots are there?,gsm8k,mock-strong,1024,Mock response for gsm8k. Final answer: 45,1.0,True,45,45,18,7,25,1.4999999999999999e-05,9.800001862458885e-06,2026-04-17 02:47:22.817512+00:00,"{'sample_id': 'gsm8k_day1_010', 'experiment': 'day1_grid'}"
73,"If 40 pencils are packed into boxes of 8, how many boxes are needed?",gsm8k,mock-cheap,0,Mock response for gsm8k. Final answer: 5,1.0,True,5,5,14,7,21,0.0,6.70000008540228e-06,2026-04-17 02:47:22.820113+00:00,"{'sample_id': 'gsm8k_day1_011', 'experiment': 'day1_grid'}"
74,"If 40 pencils are packed into boxes of 8, how many boxes are needed?",gsm8k,mock-cheap,256,Mock response for gsm8k. Final answer: 5,1.0,True,5,5,14,7,21,0.0,6.199999916134402e-06,2026-04-17 02:47:22.823118+00:00,"{'sample_id': 'gsm8k_day1_011', 'experiment': 'day1_grid'}"
75,"If 40 pencils are packed into boxes of 8, how many boxes are needed?",gsm8k,mock-cheap,1024,Mock response for gsm8k. Final answer: 5,1.0,True,5,5,14,7,21,0.0,9.300001693191007e-06,2026-04-17 02:47:22.829331+00:00,"{'sample_id': 'gsm8k_day1_011', 'experiment': 'day1_grid'}"
76,"If 40 pencils are packed into boxes of 8, how many boxes are needed?",gsm8k,mock-strong,0,Mock response for gsm8k. Final answer: 5,1.0,True,5,5,14,7,21,1.26e-05,1.1000000085914508e-05,2026-04-17 02:47:22.832829+00:00,"{'sample_id': 'gsm8k_day1_011', 'experiment': 'day1_grid'}"
77,"If 40 pencils are packed into boxes of 8, how many boxes are needed?",gsm8k,mock-strong,256,Mock response for gsm8k. Final answer: 5,1.0,True,5,5,14,7,21,1.26e-05,9.899998985929415e-06,2026-04-17 02:47:22.836912+00:00,"{'sample_id': 'gsm8k_day1_011', 'experiment': 'day1_grid'}"
78,"If 40 pencils are packed into boxes of 8, how many boxes are needed?",gsm8k,mock-strong,1024,Mock response for gsm8k. Final answer: 5,1.0,True,5,5,14,7,21,1.26e-05,1.3900000340072438e-05,2026-04-17 02:47:22.840387+00:00,"{'sample_id': 'gsm8k_day1_011', 'experiment': 'day1_grid'}"
79,A movie starts at 3 PM and lasts 2 hours. What hour does it end?,gsm8k,mock-cheap,0,Mock response for gsm8k. Final answer: 5,1.0,True,5,5,15,7,22,0.0,8.799997885944322e-06,2026-04-17 02:47:22.844118+00:00,"{'sample_id': 'gsm8k_day1_012', 'experiment': 'day1_grid'}"
80,A movie starts at 3 PM and lasts 2 hours. What hour does it end?,gsm8k,mock-cheap,256,Mock response for gsm8k. Final answer: 5,1.0,True,5,5,15,7,22,0.0,1.0399999155197293e-05,2026-04-17 02:47:22.847125+00:00,"{'sample_id': 'gsm8k_day1_012', 'experiment': 'day1_grid'}"
81,A movie starts at 3 PM and lasts 2 hours. What hour does it end?,gsm8k,mock-cheap,1024,Mock response for gsm8k. Final answer: 5,1.0,True,5,5,15,7,22,0.0,9.60000033956021e-06,2026-04-17 02:47:22.850167+00:00,"{'sample_id': 'gsm8k_day1_012', 'experiment': 'day1_grid'}"
82,A movie starts at 3 PM and lasts 2 hours. What hour does it end?,gsm8k,mock-strong,0,Mock response for gsm8k. Final answer: 5,1.0,True,5,5,15,7,22,1.3199999999999997e-05,1.2500000593718141e-05,2026-04-17 02:47:22.853735+00:00,"{'sample_id': 'gsm8k_day1_012', 'experiment': 'day1_grid'}"
83,A movie starts at 3 PM and lasts 2 hours. What hour does it end?,gsm8k,mock-strong,256,Mock response for gsm8k. Final answer: 5,1.0,True,5,5,15,7,22,1.3199999999999997e-05,9.899998985929415e-06,2026-04-17 02:47:22.856737+00:00,"{'sample_id': 'gsm8k_day1_012', 'experiment': 'day1_grid'}"
84,A movie starts at 3 PM and lasts 2 hours. What hour does it end?,gsm8k,mock-strong,1024,Mock response for gsm8k. Final answer: 5,1.0,True,5,5,15,7,22,1.3199999999999997e-05,1.4500001270789653e-05,2026-04-17 02:47:22.861188+00:00,"{'sample_id': 'gsm8k_day1_012', 'experiment': 'day1_grid'}"
85,Nina has 50 cents and buys candy for 35 cents. How many cents are left?,gsm8k,mock-cheap,0,Mock response for gsm8k. Final answer: 15,1.0,True,15,15,15,7,22,0.0,1.1600001016631722e-05,2026-04-17 02:47:22.865070+00:00,"{'sample_id': 'gsm8k_day1_013', 'experiment': 'day1_grid'}"
86,Nina has 50 cents and buys candy for 35 cents. How many cents are left?,gsm8k,mock-cheap,256,Mock response for gsm8k. Final answer: 15,1.0,True,15,15,15,7,22,0.0,1.8300001102034003e-05,2026-04-17 02:47:22.869121+00:00,"{'sample_id': 'gsm8k_day1_013', 'experiment': 'day1_grid'}"
87,Nina has 50 cents and buys candy for 35 cents. How many cents are left?,gsm8k,mock-cheap,1024,Mock response for gsm8k. Final answer: 15,1.0,True,15,15,15,7,22,0.0,3.449999712756835e-05,2026-04-17 02:47:22.880535+00:00,"{'sample_id': 'gsm8k_day1_013', 'experiment': 'day1_grid'}"
88,Nina has 50 cents and buys candy for 35 cents. How many cents are left?,gsm8k,mock-strong,0,Mock response for gsm8k. Final answer: 15,1.0,True,15,15,15,7,22,1.3199999999999997e-05,1.349999729427509e-05,2026-04-17 02:47:22.884544+00:00,"{'sample_id': 'gsm8k_day1_013', 'experiment': 'day1_grid'}"
89,Nina has 50 cents and buys candy for 35 cents. How many cents are left?,gsm8k,mock-strong,256,Mock response for gsm8k. Final answer: 15,1.0,True,15,15,15,7,22,1.3199999999999997e-05,1.920000067912042e-05,2026-04-17 02:47:22.888296+00:00,"{'sample_id': 'gsm8k_day1_013', 'experiment': 'day1_grid'}"
90,Nina has 50 cents and buys candy for 35 cents. How many cents are left?,gsm8k,mock-strong,1024,Mock response for gsm8k. Final answer: 15,1.0,True,15,15,15,7,22,1.3199999999999997e-05,1.2399999832268804e-05,2026-04-17 02:47:22.892555+00:00,"{'sample_id': 'gsm8k_day1_013', 'experiment': 'day1_grid'}"
91,Four friends each bring 6 balloons. How many balloons do they bring together?,gsm8k,mock-cheap,0,Mock response for gsm8k. Final answer: 24,1.0,True,24,24,13,7,20,0.0,2.2000000171829015e-05,2026-04-17 02:47:22.897354+00:00,"{'sample_id': 'gsm8k_day1_014', 'experiment': 'day1_grid'}"
92,Four friends each bring 6 balloons. How many balloons do they bring together?,gsm8k,mock-cheap,256,Mock response for gsm8k. Final answer: 24,1.0,True,24,24,13,7,20,0.0,1.2900000001536682e-05,2026-04-17 02:47:22.901351+00:00,"{'sample_id': 'gsm8k_day1_014', 'experiment': 'day1_grid'}"
93,Four friends each bring 6 balloons. How many balloons do they bring together?,gsm8k,mock-cheap,1024,Mock response for gsm8k. Final answer: 24,1.0,True,24,24,13,7,20,0.0,1.0600000678095967e-05,2026-04-17 02:47:22.904394+00:00,"{'sample_id': 'gsm8k_day1_014', 'experiment': 'day1_grid'}"
94,Four friends each bring 6 balloons. How many balloons do they bring together?,gsm8k,mock-strong,0,Mock response for gsm8k. Final answer: 24,1.0,True,24,24,13,7,20,1.1999999999999999e-05,1.2000000424450263e-05,2026-04-17 02:47:22.907800+00:00,"{'sample_id': 'gsm8k_day1_014', 'experiment': 'day1_grid'}"
95,Four friends each bring 6 balloons. How many balloons do they bring together?,gsm8k,mock-strong,256,Mock response for gsm8k. Final answer: 24,1.0,True,24,24,13,7,20,1.1999999999999999e-05,9.800001862458885e-06,2026-04-17 02:47:22.911988+00:00,"{'sample_id': 'gsm8k_day1_014', 'experiment': 'day1_grid'}"
96,Four friends each bring 6 balloons. How many balloons do they bring together?,gsm8k,mock-strong,1024,Mock response for gsm8k. Final answer: 24,1.0,True,24,24,13,7,20,1.1999999999999999e-05,1.2599997717188671e-05,2026-04-17 02:47:22.915575+00:00,"{'sample_id': 'gsm8k_day1_014', 'experiment': 'day1_grid'}"
97,A rope is 20 meters long. It is cut into 4 equal pieces. How long is each piece?,gsm8k,mock-cheap,0,Mock response for gsm8k. Final answer: 5,1.0,True,5,5,18,7,25,0.0,1.2800002878066152e-05,2026-04-17 02:47:22.919574+00:00,"{'sample_id': 'gsm8k_day1_015', 'experiment': 'day1_grid'}"
98,A rope is 20 meters long. It is cut into 4 equal pieces. How long is each piece?,gsm8k,mock-cheap,256,Mock response for gsm8k. Final answer: 5,1.0,True,5,5,18,7,25,0.0,1.3800003216601908e-05,2026-04-17 02:47:22.922574+00:00,"{'sample_id': 'gsm8k_day1_015', 'experiment': 'day1_grid'}"
99,A rope is 20 meters long. It is cut into 4 equal pieces. How long is each piece?,gsm8k,mock-cheap,1024,Mock response for gsm8k. Final answer: 5,1.0,True,5,5,18,7,25,0.0,1.2999997125007212e-05,2026-04-17 02:47:22.926700+00:00,"{'sample_id': 'gsm8k_day1_015', 'experiment': 'day1_grid'}"
